anime_title,anime_original_title,anime_type,anime_release_year,anime_episode_count,anime_status,anime_studio,anime_synopsis,anime_poster_image_url,anime_banner_image_url,anime_rating_avg,anime_rating_count,anime_favorite_count,manga_title,manga_original_title,manga_author,manga_illustrator,manga_publisher,manga_status,manga_description,manga_cover_image_url,manga_banner_image_url,manga_rating_avg,manga_rating_count,manga_favorite_count,genres,studio_tag,anime_season_label,anime_episode_from,anime_episode_to,manga_volume_from,manga_volume_to,manga_chapter_from,manga_chapter_to,continue_volume,continue_chapter,mapping_text,mapping_description,source_note
Yamada and the Seven Witches,山田くんと7人の魔女,TVA,2015,12,COMPLETED,LIDENFILMS,"Ryu Yamada is a second year student at Suzaku High. Ryu is always late for school, naps in class and gets abysmal grades. His life is a dead bore. The beautiful Urara Shiraishi, on the other hand, is Suzaku High's brightest student. One day, without explanation, their bodies are swapped! Ryu ends up in Urara's body, and Urara in Ryu's.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20966-HboUtUzEKWl6.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/20966-0KwHGdCF9Ie1.jpg,3.6,,,Yamada-kun to 7-nin no Majo,Nụ hôn phù thủy,YOSHIKAWA Miki,YOSHIKAWA Miki,Kodansha,COMPLETED,"From Kodansha:  
Class troublemaker Ryu Yamada is already having a bad day when he stumbles down a staircase along with star student Urara Shiraishi. When he wakes up, he realizes they have switched bodies and that Ryu has the power to trade places with anyone just by kissing them! After figuring out the workings behind this new and amazing ability, Ryu and Urara take full advantage of the situation to improve their lives. But with such oddly amazing power, just how long will Ryu and Urara be able to keep their secret under wraps?

**Original:** [Comic DAYS](https://comic-days.com/episode/10834108156633949484), [Kodansha Comics](https://www.kodansha.co.jp/comic/products/0000017479), [Pocket Shonen Magazine](https://pocket.shonenmagazine.com/title/00011/episode/467), [Shonen Magazine](https://shonenmagazine.com/search/?keyword=山田くんと7人の魔女) | [Mechacomic](https://mechacomic.jp/books/68881), [Piccoma](https://piccoma.com/web/product/29681?etype=episode)


**Official English translation:** [INKR](https://comics.inkr.com/title/440-yamada-kun-and-the-seven-witches), [K Manga](https://kmanga.kodansha.com/title/10130/episode/330074), [Kodansha](https://kodansha.us/series/yamada-kun-and-the-seven-witches), [Mangaplaza](https://mangaplaza.com/title/0303001823/), [Omoi](https://www.omoi.com/series/yamada-kun-and-the-seven-witches)

**Others:** [French](https://www.editions-delcourt.fr/mangas/series/serie-yamada-kun-7-witches) | [German](https://www.carlsen.de/reihe/yamada-kun-and-seven-witches) | Korean ([Kakao Page](https://page.kakao.com/content/46897255), [Lezhin](https://www.lezhin.com/ko/comic/yamada_7_witches), [Naver Series](https://series.naver.com/comic/detail.series?productNo=1608969))",https://cdn.mangaupdates.com/image/i287249.png,,4.1,,,Comedy;Drama;Ecchi;Gender Bender;Mystery;Romance;School Life;Shounen;Supernatural,LIDENFILMS,,1,12,1,11,1,90,11,91,애니 시청 후 원작 11권 91화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 11, Chap 90 Heavily Abridged"
,,,,,,,,,,,,,Saiki Kusuo no Ψ Nan dj - Magenta Dreaming,The Disastrous Life of Saiki K. dj - Magenta Dreaming,Meteorite Box (HOSHINO Iro),Meteorite Box (HOSHINO Iro),Rotten Blossoms,COMPLETED,"Saiki now free of his powers, his relationship with Toritsuka is a whole new experience. Both have new insecurities, as well as new desires, but how will they act on them?",https://cdn.mangaupdates.com/image/i331414.jpg,,,,,Adult;Doujinshi;Smut;Yaoi,,,,,,,,,,,,,
Dorohedoro,ドロヘドロ,TVA,2020,12,COMPLETED,MAPPA,"The story revolves around Kaiman, who does not remember who he was before he was transfigured by a Magic user. This transformation left him with a reptile's head, and a desire to find out the truth about who he really is. Accompanied by Nikaido, his female companion, he tracks down Magic Users in ""The Hole"" and unceremoniously chomps down on their head, hoping to find out who it was that put him in this state. One by one, they witness this ""second man"" inside the head of Kaiman, and after pulling them back out of his mouth he asks them all a question... ""What did the guy inside my head say?""",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx105228-I4xr84QS9Pvk.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/105228-QBAya2q8SP52.jpg,4.0,,,Dorohedoro,Dorohedoro - Caccia allo stregone,HAYASHIDA Q.,HAYASHIDA Q.,Shogakukan,COMPLETED,"From Viz:  
In a city so dismal it's known only as ""the Hole,"" a clan of Sorcerers have been plucking people off the streets to use as guinea pigs for atrocious ""experiments"" in the black arts. In a dark alley, Nikaido found Caiman, a man with a reptile head and a bad case of amnesia. To undo the spell, they're hunting and killing the Sorcerers in the Hole, hoping that eventually they'll kill the right one. But when En, the head Sorcerer, gets word of a lizard-man slaughtering his people, he sends a crew of ""cleaners"" into the Hole, igniting a war between two worlds.",https://cdn.mangaupdates.com/image/i424575.png,,4.3,,,Action;Comedy;Drama;Horror;Mature;Mystery;Psychological;Seinen;Supernatural;Adventure;Fantasy,MAPPA,,1,12,1,7,1,41,7,42,애니 시청 후 원작 7권 42화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 7, Chap 41 (S2) / 종료: Vol 7, Chap 41 (S1 + OVA) / Vol 13, Chap 79 (S2) Skips Chap 11 & 32"
Fruits Basket,フルーツバスケット,TVA,2001,26,COMPLETED,Studio DEEN,"Tohru Honda is 16 year old orphaned girl who gets invited to live in the house of her classmate, the handsome boy Sohma Yuki, and his cousins, 16 year old Kyo and 27 year old Shigure. However, these young men and parts of the rest of their family (both close and distant) hold a curse; if they are hugged by the opposite gender, they transform into animals of the Chinese Zodiac. Everyday is an adventure for sweet Tohru, as she gets to know everyone in the large family better (especially Yuki and Kyo), in both common and bizarre situations. But, the Sohma Family curse is certainly no laughing matter... it also holds horrible cruelty and heartbreak.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120-Z5i1sw1xboQP.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/120-PautbsS8uEAe.jpg,3.8,,,Fruits Basket,Fruba,TAKAYA Natsuki,TAKAYA Natsuki,Hakusensha,COMPLETED,"From Yen Press:

After a family tragedy turns her life upside down, plucky high schooler Tohru Honda takes matters into her own hands and moves out into a tent! Unfortunately for her, she pitches her new home on private land belonging to the mysterious Sohma clan, and it isn't long before the owners discover her secret. But, as Tohru quickly finds out when the family offers to take her in, the Sohmas have a secret of their own. When touched by the opposite sex, they turn into the animals of the Chinese Zodiac. 

**Official Japanese:**  
[Manga Park](https://manga-park.com/title/4), [Mechacomic](https://mechacomic.jp/books/67389), [Piccoma](https://piccoma.com/web/product/5888?etype=episode)

Note: Won the 2001 Kodansha Manga Award in the shoujo manga category and the ""Best Manga"" award at the 2007 American Anime Awards.",https://cdn.mangaupdates.com/image/i529156.jpg,,4.3,,,Comedy;Drama;Romance;School Life;Shoujo;Supernatural;Slice of Life,Studio DEEN,,1,26,1,7,1,38,7,39,애니 시청 후 원작 7권 39화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (2001/S1)  / Vol 6, Chap 36 (S2) / Vol 17, Chap 98 (S3) / 종료: Vol 7, Chap 38 (2001) / Vol 6, Chap 35 (S1) / Vol 17, Chap 97 (S2 + Prelude Movie) / Vol 23, Chap 136 (S3) S3 skips Chap 110, 112-113, 133 & abridged others"
Fairy Tail,FAIRY TAIL,TVA,2009,175,COMPLETED,Satelight,"Across the Fiore kingdom, wizards join guilds and make their pay by filling magical needs—but one guild has a reputation as the roughest, rowdiest, most dangerous of all: Fairy Tail!

When four young Fairy Tail members unite, their bond is forged by a power found in neither muscle nor magic and grows stronger with every mission. Whatever you do, don't mess with these friends or you'll get a taste of Natsu's flaming fist or Gray's ice hammer, suffer a painful blow from one of Lucy's celestial spirits or catch the edge of Erza's mighty blade! Whether they're stopping demons from devastating the world or wrestling in the mess hall, this mystical team manages to inflict as much damage to their rivals as they do to the surrounding area!



(Source: Funimation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b6702-KI4qgSMyI8Pm.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/6702-VSHyctSAeUBS.jpg,3.6,,,Fairy Tail,Хвост Феи,MASHIMA Hiro,MASHIMA Hiro,Kodansha,COMPLETED,"From Kodansha:  
Cute girl wizard Lucy wants to join the Fairy Tail, a club for the most powerful wizards. But instead, her ambitions land her in the clutches of a gang of unsavory pirates led by a devious magician. Her only hope is Natsu, a strange boy she happens to meet on her travels. Natsu’s not your typical hero he gets motion sickness, eats like a pig, and his best friend is a talking cat. With friends like this, is Lucy better off with her enemies?    

Note: Won the 33rd Kodansha Manga Award for Best Shounen Manga (shared with [Q.E.D. - Shoumei Shuuryou](https://www.mangaupdates.com/series.html?id=16309431185)) and the Society for the Promotion of Japanese Animation's Industry Award for Best Comedy Manga in 2009. Vol 9 was nominated in the Youth Selection category at the 2010 Angoulême International Comics Festival.    
     
**Official Japanese:**  
[Comic Days](https://comic-days.com/episode/10834108156634556670), [Pocket Shonen Magazine](https://pocket.shonenmagazine.com/title/00045/episode/458), [Piccoma](https://piccoma.com/web/product/38021?etype=episode)   
 
**Official English:**  
[INKR](https://comics.inkr.com/title/411-fairy-tail), [KManga](https://kmanga.kodansha.com/title/10107/episode/308531), [Kodansha](https://kodansha.us/series/fairy-tail/), [Manga Planet](https://mangaplanet.com/comic/6170d1aa56779), [Manga Plaza](https://mangaplaza.com/title/0303001590/), [Omoi](https://www.omoi.com/series/fairy-tail)",https://cdn.mangaupdates.com/image/i93686.png,,3.9,,,Action;Adventure;Comedy;Drama;Ecchi;Fantasy;Shounen,Satelight,,1,175,1,35,1,298,35,299,애니 시청 후 원작 35권 299화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 36, Chap 300 (S2) / Vol 49, Chap 420 (Final Season) / 종료: Vol 35, Chap 298  (S1+OVA ) / Vol 49, Chap 419 (S2) / Vol 63, Chap 545 (Final Season)"
WIND BREAKER,WIND BREAKER,TVA,2024,13,COMPLETED,CloverWorks,"Where the average scores are the lowest, but the fights are the strongest. Furin High School is renowned as a super school of delinquents. Haruka Sakura, a first-year student, came from outside the city to fight to the top. However, Furin High School has become a group that protects the town called the “Chime of the Wind Breaker” – Bofurin. The heroic legend of high school delinquent Sakura begins here!



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx163270-wboZJp0ybwVK.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/163270-fcjrqp3iKWdb.jpg,3.9,,,Wind Breaker,Ветролом (вебтун),Jo Yong Seok,Jo Yong Seok,JYS Production,ONGOING,"Jay's the perfect student. He's got straight As and he's the student body president. But after being coerced into joining the school's biking team, the Hummingbird Crew, he discovers a whole new world outside of studying. What new adventures will he face outside the comfort of his textbooks?

**Original Webtoon:**  
~~[Naver Webtoon](https://comic.naver.com/webtoon/list.nhn?titleId=602910), [Naver Series](https://series.naver.com/comic/detail.nhn?productNo=2146042)~~

**Official Translations:**  
~~[English](https://www.webtoons.com/en/sports/wind-breaker/list?title_no=372), [Japanese](https://manga.line.me/product/periodic?id=Z0000947), [S.Chinese](https://www.dongmanmanhua.cn/CAMPUS/wind-breaker/list?title_no=252), [T.Chinese](https://www.webtoons.com/zh-hant/drama/wind-breaker/list?title_no=169), [Indonesian](https://www.webtoons.com/id/drama/wind-breaker/list?title_no=3228), [Thai](https://www.webtoons.com/th/drama/wind-breaker/list?title_no=590), [French](https://www.webtoons.com/fr/sports/wind-breaker/list?title_no=7452)~~",https://cdn.mangaupdates.com/image/i511124.jpg,,4.1,,,Action;Comedy;Drama;School Life;Shounen;Sports,CloverWorks,,1,13,,,,,,,,,
BLEND-S,ブレンド・S,TVA,2017,12,COMPLETED,A-1 Pictures,"The story centers on a girl named Maika who gets a job at a cafe where all the waitresses are given certain attributes — such as ""tsundere"" or ""little sister"" — to embody while serving customers. The manager asks Maika to be the ""Do S"" (extreme sadist) waitress, so she will have to adopt a dominant and aggressive persona.



(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx97994-JZ1rLkJBcO8V.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/97994-3JZ05K3Idjco.jpg,3.5,,,Blend S,Blend-S,NAKAYAMA MIyuki,NAKAYAMA Miyuki,Houbunsha,COMPLETED,"At a certain café, there are many different people with unique attributes such as tsundere, little sister, etc. The new part time worker Maika has been asked by the shop owner to fill the role of super sadist?! Now, while doing her best to work hard, she also blossoms as a super sadist.",https://cdn.mangaupdates.com/image/i529694.jpg,,3.4,,,Comedy;Romance;Seinen;Slice of Life,A-1 Pictures,,1,12,1,3,1,41,3,42,애니 시청 후 원작 3권 42화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap1 / 종료: Vol 3, Chap 41"
Scum's Wish,クズの本懐,TVA,2017,12,COMPLETED,Lerche,"Hanabi has loved her older friend Narumi for years, but she’s still in high school and not only is Narumi now her new homeroom teacher, he’s also clearly in love with the music teacher, Akane. And as awkward as being the unwanted third in a romantic triangle can be, things become even more twisted for Hanabi when she learns that another student, Mugi, is in love with Akane. That leads to a strange idea: since the ones that Mugi and Hanabi are in love with aren’t available, the two unrequited thirds start to explore the idea of becoming each other’s substitute surrogate relationship. It’s not about romance, of course. Just sex and convenience.



(Source: Sentai Filmworks)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21701-j81oh6WCNlsQ.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/21701-0YTCNADc8mzB.jpg,3.4,,,Kuzu no Honkai,Nyan-Nyan Oratorio,YOKOYARI Mengo,YOKOYARI Mengo,Square Enix,COMPLETED,"From Crunchyroll:

We are the scum of humanity. Hanabi and Mugi are bathed in envious gazes from all around as a beautiful couple with excellent moral conduct. But these two apparently perfect people in an apparently perfect relationship share a secret they can't tell anyone. 

**Included One-shots:**  
Volume 1: ***Nyan Nyan Prelude***  
Volume 2: ***Nyan Nyan Serenade***  
Volume 3: ***Nyan Nyan Oratorio***  
The lonesome struggles of the only living being on Earth.  
Volume 4: ***Nyan Nyan Cantata***  
A pet cat looks back on her life with her kind master when she feels that her days are coming to an end.  
Volume 5: ***Nyan Nyan Andante***  
An abandoned cat grows fond of her new owner but she starts to feel insecure when the kind-hearted owner adopts another stray creature.",https://cdn.mangaupdates.com/image/i528204.jpg,,3.5,,,Drama;Mature;Romance;School Life;Seinen;Ecchi;Psychological,Lerche,,1,12,1,8,1,47,8,48,애니 시청 후 원작 8권 48화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 8, Chap 47 Abridged"
,,,,,,,,,,,,,Kuroko no Basket - Replace (Novel),Kuroko's Basketball - Replace (Novel),HIRABAYASHI Sawako,FUJIMAKI Tadatoshi,Shueisha,ONGOING,It includes stories about the Generation of Miracles during middle school and students of Seirin High School.,https://cdn.mangaupdates.com/image/i245940.jpg,,3.1,,,Comedy;School Life;Shounen;Slice of Life;Sports,,,,,,,,,,,,,
,,,,,,,,,,,,,Akagami no Shirayukihime,00 Days of Summer Vacation,AKIZUKI Sorata,AKIZUKI Sorata,Hakusensha,ONGOING,"From Viz:  
Shirayuki is famous for her naturally bright-red hair, and the prince of Tanbarun wants her all to himself. But when she escapes into the woods of the neighboring kingdom, a young man named Zen and his two friends come to her aid. But who is Zen really? 

Vol 1 includes *Hachigatsu no Shikisa* (Four-season Colour of August):  
Sakinomiya Hazuki decides to go the beach before she moves to a new home, and along the way, she catches and hat that flew by. She almost falls when a boy helps her. He introduces himself as Komatsu Yuuto, but the little kids, Haruki (Spring) and Fuyumi (Winter) call him Natsu-neechan (Summer) because he comes to play with them in the summer. She introduces herself, but the boy gives her the nickname , Aki (Autumn), because her original name was too long. They play together throughout the summer, but will they want to split up when it’s over?

Vol 2 includes *Bokura o Tsunaide* (Bind Us):  
Toshiya has died and now has permission to go back to Earth to check on things. He finds that his best friends are the same as they always were- in love, but afraid to get together because it might break up the friendship that the two of them and Toshiya had. Toshiya is depressed when he sees this, and hopes that his friends will move on and live in happiness.

Vol 14 includes *Natsu Yasumi Zero Zero Nichime* (00 Days of Summer Vacation).

[Official English](https://www.viz.com/manga-books/snow-white-with-the-red-hair/section/47627/more)",https://cdn.mangaupdates.com/image/i486252.jpg,,4.2,,,Comedy;Drama;Fantasy;Romance;Shoujo;Slice of Life,,,,,,,,,,,,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 5, Chap 18 (S2) / 종료: Vol 4, Chap 17 (S1) / Vol 11, Chap 46 (S2 + OVA) Skips Chap 34-40, 43-44"
